id,Series_reference,Period,Data_value,Status,Units,Magnitude,Subject,Periodicity,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
482,PTSA.SA01HB4ND,2020.12,525,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Corporate only,Number of transfers
996,PTSA.SA01HB4ND,2021.12,528,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Corporate only,Number of transfers
930,PTSA.SA01HB4NJ,2017.06,,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Corporate only,Number of transfers
224,PTSA.SA01HB4NJ,2018.06,438,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Corporate only,Number of transfers
197,PTSA.SA01HB4NJ,2019.06,414,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Corporate only,Number of transfers
70,PTSA.SA01HB4NJ,2020.06,459,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Corporate only,Number of transfers
282,PTSA.SA01HB4NJ,2021.06,573,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Corporate only,Number of transfers
565,PTSA.SA01HB4NM,2017.03,,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Corporate only,Number of transfers
958,PTSA.SA01HB4NM,2018.03,423,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Corporate only,Number of transfers
937,PTSA.SA01HB4NM,2019.03,432,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Corporate only,Number of transfers
191,PTSA.SA01HB4NM,2020.03,471,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Corporate only,Number of transfers
434,PTSA.SA01HB4NM,2021.03,540,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Corporate only,Number of transfers
8,PTSA.SA01HB4NM,2022.03,480,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Corporate only,Number of transfers
617,PTSA.SA01HB4NS,2016.09,,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Corporate only,Number of transfers
106,PTSA.SA01HB4NS,2017.09,327,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Corporate only,Number of transfers
509,PTSA.SA01HB4NS,2018.09,429,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Corporate only,Number of transfers
223,PTSA.SA01HB4NS,2019.09,444,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Corporate only,Number of transfers
178,PTSA.SA01HB4NS,2020.09,468,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Corporate only,Number of transfers
177,PTSA.SA01HB4NS,2021.09,576,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Corporate only,Number of transfers
125,PTSA.SA01HB4PD,2016.12,,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Corporate only,Proportion of transfers (where affiliation known)
900,PTSA.SA01HB4PD,2017.12,7.6,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Corporate only,Proportion of transfers (where affiliation known)
798,PTSA.SA01HB4PD,2018.12,7.4,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Corporate only,Proportion of transfers (where affiliation known)
39,PTSA.SA01HB4PD,2019.12,8.1,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Corporate only,Proportion of transfers (where affiliation known)
716,PTSA.SA01HB4PD,2020.12,8.9,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Corporate only,Proportion of transfers (where affiliation known)
43,PTSA.SA01HB4PD,2021.12,8.4,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Corporate only,Proportion of transfers (where affiliation known)
694,PTSA.SA01HB4PJ,2017.06,,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Corporate only,Proportion of transfers (where affiliation known)
529,PTSA.SA01HB4PJ,2018.06,7.7,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Corporate only,Proportion of transfers (where affiliation known)
446,PTSA.SA01HB4PJ,2019.06,7.5,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Corporate only,Proportion of transfers (where affiliation known)
51,PTSA.SA01HB4PJ,2020.06,8.8,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Corporate only,Proportion of transfers (where affiliation known)
788,PTSA.SA01HB4PJ,2021.06,8.3,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Corporate only,Proportion of transfers (where affiliation known)
392,PTSA.SA01HB4PM,2017.03,,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Corporate only,Proportion of transfers (where affiliation known)
676,PTSA.SA01HB4PM,2018.03,7.5,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Corporate only,Proportion of transfers (where affiliation known)
600,PTSA.SA01HB4PM,2019.03,7.8,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Corporate only,Proportion of transfers (where affiliation known)
642,PTSA.SA01HB4PM,2020.03,8.3,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Corporate only,Proportion of transfers (where affiliation known)
754,PTSA.SA01HB4PM,2021.03,8.6,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Corporate only,Proportion of transfers (where affiliation known)
491,PTSA.SA01HB4PM,2022.03,8.1,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Corporate only,Proportion of transfers (where affiliation known)
619,PTSA.SA01HB4PS,2016.09,,C,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Corporate only,Proportion of transfers (where affiliation known)
967,PTSA.SA01HB4PS,2017.09,7.6,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Corporate only,Proportion of transfers (where affiliation known)
463,PTSA.SA01HB4PS,2018.09,7.7,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Corporate only,Proportion of transfers (where affiliation known)
530,PTSA.SA01HB4PS,2019.09,8.1,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Corporate only,Proportion of transfers (where affiliation known)
919,PTSA.SA01HB4PS,2020.09,8.7,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Corporate only,Proportion of transfers (where affiliation known)
280,PTSA.SA01HB4PS,2021.09,8.5,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Corporate only,Proportion of transfers (where affiliation known)
821,PTSA.SA01HB5ND,2016.12,,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Total where affiliation known,Number of transfers
741,PTSA.SA01HB5ND,2017.12,5577,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Total where affiliation known,Number of transfers
954,PTSA.SA01HB5ND,2018.12,5685,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Total where affiliation known,Number of transfers
651,PTSA.SA01HB5ND,2019.12,5574,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Total where affiliation known,Number of transfers
534,PTSA.SA01HB5ND,2020.12,5868,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Total where affiliation known,Number of transfers
284,PTSA.SA01HB5ND,2021.12,6312,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Total where affiliation known,Number of transfers
596,PTSA.SA01HB5NJ,2017.06,,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Total where affiliation known,Number of transfers
871,PTSA.SA01HB5NJ,2018.06,5652,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Total where affiliation known,Number of transfers
991,PTSA.SA01HB5NJ,2019.06,5526,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Total where affiliation known,Number of transfers
817,PTSA.SA01HB5NJ,2020.06,5229,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Total where affiliation known,Number of transfers
471,PTSA.SA01HB5NJ,2021.06,6942,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Total where affiliation known,Number of transfers
331,PTSA.SA01HB5NM,2017.03,,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Total where affiliation known,Number of transfers
146,PTSA.SA01HB5NM,2018.03,5661,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Total where affiliation known,Number of transfers
126,PTSA.SA01HB5NM,2019.03,5535,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Total where affiliation known,Number of transfers
132,PTSA.SA01HB5NM,2020.03,5682,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Total where affiliation known,Number of transfers
283,PTSA.SA01HB5NM,2021.03,6258,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Total where affiliation known,Number of transfers
909,PTSA.SA01HB5NM,2022.03,5913,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Total where affiliation known,Number of transfers
605,PTSA.SA01HB5NS,2016.09,,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Total where affiliation known,Number of transfers
438,PTSA.SA01HB5NS,2017.09,4296,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Total where affiliation known,Number of transfers
496,PTSA.SA01HB5NS,2018.09,5607,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Total where affiliation known,Number of transfers
139,PTSA.SA01HB5NS,2019.09,5505,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Total where affiliation known,Number of transfers
383,PTSA.SA01HB5NS,2020.09,5382,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Total where affiliation known,Number of transfers
591,PTSA.SA01HB5NS,2021.09,6798,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Total where affiliation known,Number of transfers
497,PTSA.SA01HB6ND,2016.12,,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Affiliation unknown,Number of transfers
576,PTSA.SA01HB6ND,2017.12,222,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Affiliation unknown,Number of transfers
196,PTSA.SA01HB6ND,2018.12,,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Affiliation unknown,Number of transfers
36,PTSA.SA01HB6ND,2019.12,,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Affiliation unknown,Number of transfers
790,PTSA.SA01HB6ND,2020.12,,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Affiliation unknown,Number of transfers
162,PTSA.SA01HB6ND,2021.12,,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Affiliation unknown,Number of transfers
221,PTSA.SA01HB6NJ,2017.06,,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Affiliation unknown,Number of transfers
657,PTSA.SA01HB6NJ,2018.06,15,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Affiliation unknown,Number of transfers
969,PTSA.SA01HB6NJ,2019.06,,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Affiliation unknown,Number of transfers
971,PTSA.SA01HB6NJ,2020.06,,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Affiliation unknown,Number of transfers
37,PTSA.SA01HB6NJ,2021.06,,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Affiliation unknown,Number of transfers
629,PTSA.SA01HB6NM,2017.03,,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Affiliation unknown,Number of transfers
533,PTSA.SA01HB6NM,2018.03,48,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Affiliation unknown,Number of transfers
124,PTSA.SA01HB6NM,2019.03,,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Affiliation unknown,Number of transfers
978,PTSA.SA01HB6NM,2020.03,,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Affiliation unknown,Number of transfers
33,PTSA.SA01HB6NM,2021.03,,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Affiliation unknown,Number of transfers
840,PTSA.SA01HB6NM,2022.03,,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Affiliation unknown,Number of transfers
436,PTSA.SA01HB6NS,2016.09,,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Affiliation unknown,Number of transfers
26,PTSA.SA01HB6NS,2017.09,1785,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Affiliation unknown,Number of transfers
495,PTSA.SA01HB6NS,2018.09,6,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Affiliation unknown,Number of transfers
849,PTSA.SA01HB6NS,2019.09,,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Affiliation unknown,Number of transfers
719,PTSA.SA01HB6NS,2020.09,,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Affiliation unknown,Number of transfers
122,PTSA.SA01HB6NS,2021.09,,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Affiliation unknown,Number of transfers
908,PTSA.SA01HB7ND,2016.12,,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Total all affiliations,Number of transfers
727,PTSA.SA01HB7ND,2017.12,5799,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Total all affiliations,Number of transfers
940,PTSA.SA01HB7ND,2018.12,5685,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Total all affiliations,Number of transfers
566,PTSA.SA01HB7ND,2019.12,5574,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Total all affiliations,Number of transfers
335,PTSA.SA01HB7ND,2020.12,5871,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Total all affiliations,Number of transfers
882,PTSA.SA01HB7ND,2021.12,6312,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Total all affiliations,Number of transfers
835,PTSA.SA01HB7NJ,2017.06,,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Total all affiliations,Number of transfers
776,PTSA.SA01HB7NJ,2018.06,5670,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Total all affiliations,Number of transfers
614,PTSA.SA01HB7NJ,2019.06,5529,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Total all affiliations,Number of transfers
550,PTSA.SA01HB7NJ,2020.06,5229,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Total all affiliations,Number of transfers
562,PTSA.SA01HB7NJ,2021.06,6945,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Total all affiliations,Number of transfers
859,PTSA.SA01HB7NM,2017.03,,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Total all affiliations,Number of transfers
267,PTSA.SA01HB7NM,2018.03,5709,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Total all affiliations,Number of transfers
869,PTSA.SA01HB7NM,2019.03,5538,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Total all affiliations,Number of transfers
262,PTSA.SA01HB7NM,2020.03,5685,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Total all affiliations,Number of transfers
225,PTSA.SA01HB7NM,2021.03,6258,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Total all affiliations,Number of transfers
61,PTSA.SA01HB7NM,2022.03,5913,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Total all affiliations,Number of transfers
316,PTSA.SA01HB7NS,2016.09,,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Total all affiliations,Number of transfers
710,PTSA.SA01HB7NS,2017.09,6081,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Total all affiliations,Number of transfers
899,PTSA.SA01HB7NS,2018.09,5616,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Total all affiliations,Number of transfers
598,PTSA.SA01HB7NS,2019.09,5508,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Total all affiliations,Number of transfers
150,PTSA.SA01HB7NS,2020.09,5388,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Total all affiliations,Number of transfers
613,PTSA.SA01HB7NS,2021.09,6798,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Total all affiliations,Number of transfers
864,PTSA.SA01HS1ND,2016.12,,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ citizen,Number of transfers
753,PTSA.SA01HS1ND,2017.12,4779,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ citizen,Number of transfers
634,PTSA.SA01HS1ND,2018.12,4926,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ citizen,Number of transfers
235,PTSA.SA01HS1ND,2019.12,4794,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ citizen,Number of transfers
501,PTSA.SA01HS1ND,2020.12,5049,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ citizen,Number of transfers
276,PTSA.SA01HS1ND,2021.12,5436,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ citizen,Number of transfers
16,PTSA.SA01HS1NJ,2017.06,,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ citizen,Number of transfers
328,PTSA.SA01HS1NJ,2018.06,4887,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ citizen,Number of transfers
182,PTSA.SA01HS1NJ,2019.06,4749,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ citizen,Number of transfers
861,PTSA.SA01HS1NJ,2020.06,4503,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ citizen,Number of transfers
185,PTSA.SA01HS1NJ,2021.06,6009,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ citizen,Number of transfers
573,PTSA.SA01HS1NM,2017.03,,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ citizen,Number of transfers
539,PTSA.SA01HS1NM,2018.03,4887,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ citizen,Number of transfers
582,PTSA.SA01HS1NM,2019.03,4788,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ citizen,Number of transfers
44,PTSA.SA01HS1NM,2020.03,4878,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ citizen,Number of transfers
701,PTSA.SA01HS1NM,2021.03,5406,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ citizen,Number of transfers
943,PTSA.SA01HS1NM,2022.03,5088,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ citizen,Number of transfers
245,PTSA.SA01HS1NS,2016.09,,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ citizen,Number of transfers
147,PTSA.SA01HS1NS,2017.09,3681,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ citizen,Number of transfers
888,PTSA.SA01HS1NS,2018.09,4860,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ citizen,Number of transfers
751,PTSA.SA01HS1NS,2019.09,4746,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ citizen,Number of transfers
973,PTSA.SA01HS1NS,2020.09,4608,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ citizen,Number of transfers
624,PTSA.SA01HS1NS,2021.09,5877,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ citizen,Number of transfers
184,PTSA.SA01HS1PD,2016.12,,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ citizen,Proportion of transfers (where affiliation known)
344,PTSA.SA01HS1PD,2017.12,85.8,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ citizen,Proportion of transfers (where affiliation known)
117,PTSA.SA01HS1PD,2018.12,86.6,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ citizen,Proportion of transfers (where affiliation known)
56,PTSA.SA01HS1PD,2019.12,86.1,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ citizen,Proportion of transfers (where affiliation known)
558,PTSA.SA01HS1PD,2020.12,86,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ citizen,Proportion of transfers (where affiliation known)
128,PTSA.SA01HS1PD,2021.12,86.1,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ citizen,Proportion of transfers (where affiliation known)
290,PTSA.SA01HS1PJ,2017.06,,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ citizen,Proportion of transfers (where affiliation known)
668,PTSA.SA01HS1PJ,2018.06,86.4,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ citizen,Proportion of transfers (where affiliation known)
921,PTSA.SA01HS1PJ,2019.06,86,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ citizen,Proportion of transfers (where affiliation known)
242,PTSA.SA01HS1PJ,2020.06,86.1,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ citizen,Proportion of transfers (where affiliation known)
472,PTSA.SA01HS1PJ,2021.06,86.6,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ citizen,Proportion of transfers (where affiliation known)
67,PTSA.SA01HS1PM,2017.03,,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ citizen,Proportion of transfers (where affiliation known)
853,PTSA.SA01HS1PM,2018.03,86.3,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ citizen,Proportion of transfers (where affiliation known)
700,PTSA.SA01HS1PM,2019.03,86.5,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ citizen,Proportion of transfers (where affiliation known)
380,PTSA.SA01HS1PM,2020.03,85.9,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ citizen,Proportion of transfers (where affiliation known)
791,PTSA.SA01HS1PM,2021.03,86.4,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ citizen,Proportion of transfers (where affiliation known)
814,PTSA.SA01HS1PM,2022.03,86,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ citizen,Proportion of transfers (where affiliation known)
23,PTSA.SA01HS1PS,2016.09,,C,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ citizen,Proportion of transfers (where affiliation known)
325,PTSA.SA01HS1PS,2017.09,85.6,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ citizen,Proportion of transfers (where affiliation known)
702,PTSA.SA01HS1PS,2018.09,86.6,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ citizen,Proportion of transfers (where affiliation known)
